time_version,code,area
201805,110000,北京市
201805,110101,北京市东城区
201805,110102,北京市西城区
201805,110105,北京市朝阳区
201805,110106,北京市丰台区
201805,110107,北京市石景山区
201805,110108,北京市海淀区
201805,110109,北京市门头沟区
201805,110111,北京市房山区
201805,110112,北京市通州区
201805,110113,北京市顺义区
201805,110114,北京市昌平区
201805,110115,北京市大兴区
201805,110116,北京市怀柔区
201805,110117,北京市平谷区
201805,110118,北京市密云区
201805,110119,北京市延庆区
201805,120000,天津市
201805,120101,天津市和平区
201805,120102,天津市河东区
201805,120103,天津市河西区
201805,120104,天津市南开区
201805,120105,天津市河北区
201805,120106,天津市红桥区
201805,120110,天津市东丽区
201805,120111,天津市西青区
201805,120112,天津市津南区
201805,120113,天津市北辰区
201805,120114,天津市武清区
201805,120115,天津市宝坻区
201805,120116,天津市滨海新区
201805,120117,天津市宁河区
201805,120118,天津市静海区
201805,120119,天津市蓟州区
201805,130000,河北省
201805,130100,河北省石家庄市
201805,130102,河北省石家庄市长安区
201805,130104,河北省石家庄市桥西区
201805,130105,河北省石家庄市新华区
201805,130107,河北省石家庄市井陉矿区
201805,130108,河北省石家庄市裕华区
201805,130109,河北省石家庄市藁城区
201805,130110,河北省石家庄市鹿泉区
201805,130111,河北省石家庄市栾城区
201805,130121,河北省石家庄市井陉县
201805,130123,河北省石家庄市正定县
201805,130125,河北省石家庄市行唐县
201805,130126,河北省石家庄市灵寿县
201805,130127,河北省石家庄市高邑县
201805,130128,河北省石家庄市深泽县
201805,130129,河北省石家庄市赞皇县
201805,130130,河北省石家庄市无极县
201805,130131,河北省石家庄市平山县
201805,130132,河北省石家庄市元氏县
201805,130133,河北省石家庄市赵县
201805,130181,河北省石家庄市辛集市
201805,130183,河北省石家庄市晋州市
201805,130184,河北省石家庄市新乐市
201805,130200,河北省唐山市
201805,130202,河北省唐山市路南区
201805,130203,河北省唐山市路北区
201805,130204,河北省唐山市古冶区
201805,130205,河北省唐山市开平区
201805,130207,河北省唐山市丰南区
201805,130208,河北省唐山市丰润区
201805,130209,河北省唐山市曹妃甸区
201805,130223,河北省唐山市滦县
201805,130224,河北省唐山市滦南县
201805,130225,河北省唐山市乐亭县
201805,130227,河北省唐山市迁西县
201805,130229,河北省唐山市玉田县
201805,130281,河北省唐山市遵化市
201805,130283,河北省唐山市迁安市
201805,130300,河北省秦皇岛市
201805,130302,河北省秦皇岛市海港区
201805,130303,河北省秦皇岛市山海关区
201805,130304,河北省秦皇岛市北戴河区
201805,130306,河北省秦皇岛市抚宁区
201805,130321,河北省秦皇岛市青龙满族自治县
201805,130322,河北省秦皇岛市昌黎县
201805,130324,河北省秦皇岛市卢龙县
201805,130400,河北省邯郸市
201805,130402,河北省邯郸市邯山区
201805,130403,河北省邯郸市丛台区
201805,130404,河北省邯郸市复兴区
201805,130406,河北省邯郸市峰峰矿区
201805,130407,河北省邯郸市肥乡区
201805,130408,河北省邯郸市永年区
201805,130423,河北省邯郸市临漳县
201805,130424,河北省邯郸市成安县
201805,130425,河北省邯郸市大名县
201805,130426,河北省邯郸市涉县
201805,130427,河北省邯郸市磁县
201805,130430,河北省邯郸市邱县
201805,130431,河北省邯郸市鸡泽县
201805,130432,河北省邯郸市广平县
201805,130433,河北省邯郸市馆陶县
201805,130434,河北省邯郸市魏县
201805,130435,河北省邯郸市曲周县
201805,130481,河北省邯郸市武安市
201805,130500,河北省邢台市
201805,130502,河北省邢台市桥东区
201805,130503,河北省邢台市桥西区
201805,130521,河北省邢台市邢台县
201805,130522,河北省邢台市临城县
201805,130523,河北省邢台市内丘县
201805,130524,河北省邢台市柏乡县
201805,130525,河北省邢台市隆尧县
201805,130526,河北省邢台市任县
201805,130527,河北省邢台市南和县
201805,130528,河北省邢台市宁晋县
201805,130529,河北省邢台市巨鹿县
201805,130530,河北省邢台市新河县
201805,130531,河北省邢台市广宗县
201805,130532,河北省邢台市平乡县
201805,130533,河北省邢台市威县
201805,130534,河北省邢台市清河县
201805,130535,河北省邢台市临西县
201805,130581,河北省邢台市南宫市
201805,130582,河北省邢台市沙河市
201805,130600,河北省保定市
201805,130602,河北省保定市竞秀区
201805,130606,河北省保定市莲池区
201805,130607,河北省保定市满城区
201805,130608,河北省保定市清苑区
201805,130609,河北省保定市徐水区
201805,130623,河北省保定市涞水县
201805,130624,河北省保定市阜平县
201805,130626,河北省保定市定兴县
201805,130627,河北省保定市唐县
201805,130628,河北省保定市高阳县
201805,130629,河北省保定市容城县
201805,130630,河北省保定市涞源县
201805,130631,河北省保定市望都县
201805,130632,河北省保定市安新县
201805,130633,河北省保定市易县
201805,130634,河北省保定市曲阳县
201805,130635,河北省保定市蠡县
201805,130636,河北省保定市顺平县
201805,130637,河北省保定市博野县
201805,130638,河北省保定市雄县
201805,130681,河北省保定市涿州市
201805,130682,河北省保定市定州市
201805,130683,河北省保定市安国市
201805,130684,河北省保定市高碑店市
201805,130700,河北省张家口市
201805,130702,河北省张家口市桥东区
201805,130703,河北省张家口市桥西区
201805,130705,河北省张家口市宣化区
201805,130706,河北省张家口市下花园区
201805,130708,河北省张家口市万全区
201805,130709,河北省张家口市崇礼区
201805,130722,河北省张家口市张北县
201805,130723,河北省张家口市康保县
201805,130724,河北省张家口市沽源县
201805,130725,河北省张家口市尚义县
201805,130726,河北省张家口市蔚县
201805,130727,河北省张家口市阳原县
201805,130728,河北省张家口市怀安县
201805,130730,河北省张家口市怀来县
201805,130731,河北省张家口市涿鹿县
201805,130732,河北省张家口市赤城县
201805,130800,河北省承德市
201805,130802,河北省承德市双桥区
201805,130803,河北省承德市双滦区
201805,130804,河北省承德市鹰手营子矿区
201805,130821,河北省承德市承德县
201805,130822,河北省承德市兴隆县
201805,130824,河北省承德市滦平县
201805,130825,河北省承德市隆化县
201805,130826,河北省承德市丰宁满族自治县
201805,130827,河北省承德市宽城满族自治县
201805,130828,河北省承德市围场满族蒙古族自治县
201805,130881,河北省承德市平泉市
201805,130900,河北省沧州市
201805,130902,河北省沧州市新华区
201805,130903,河北省沧州市运河区
201805,130921,河北省沧州市沧县
201805,130922,河北省沧州市青县
201805,130923,河北省沧州市东光县
201805,130924,河北省沧州市海兴县
201805,130925,河北省沧州市盐山县
201805,130926,河北省沧州市肃宁县
201805,130927,河北省沧州市南皮县
201805,130928,河北省沧州市吴桥县
201805,130929,河北省沧州市献县
201805,130930,河北省沧州市孟村回族自治县
201805,130981,河北省沧州市泊头市
201805,130982,河北省沧州市任丘市
201805,130983,河北省沧州市黄骅市
201805,130984,河北省沧州市河间市
201805,131000,河北省廊坊市
201805,131002,河北省廊坊市安次区
201805,131003,河北省廊坊市广阳区
201805,131022,河北省廊坊市固安县
201805,131023,河北省廊坊市永清县
201805,131024,河北省廊坊市香河县
201805,131025,河北省廊坊市大城县
201805,131026,河北省廊坊市文安县
201805,131028,河北省廊坊市大厂回族自治县
201805,131081,河北省廊坊市霸州市
201805,131082,河北省廊坊市三河市
201805,131100,河北省衡水市
201805,131102,河北省衡水市桃城区
201805,131103,河北省衡水市冀州区
201805,131121,河北省衡水市枣强县
201805,131122,河北省衡水市武邑县
201805,131123,河北省衡水市武强县
201805,131124,河北省衡水市饶阳县
201805,131125,河北省衡水市安平县
201805,131126,河北省衡水市故城县
201805,131127,河北省衡水市景县
201805,131128,河北省衡水市阜城县
201805,131182,河北省衡水市深州市
201805,140000,山西省
201805,140100,山西省太原市
201805,140105,山西省太原市小店区
201805,140106,山西省太原市迎泽区
201805,140107,山西省太原市杏花岭区
201805,140108,山西省太原市尖草坪区
201805,140109,山西省太原市万柏林区
201805,140110,山西省太原市晋源区
201805,140121,山西省太原市清徐县
201805,140122,山西省太原市阳曲县
201805,140123,山西省太原市娄烦县
201805,140181,山西省太原市古交市
201805,140200,山西省大同市
201805,140202,山西省大同市城区
201805,140203,山西省大同市矿区
201805,140211,山西省大同市南郊区
201805,140212,山西省大同市新荣区
201805,140221,山西省大同市阳高县
201805,140222,山西省大同市天镇县
201805,140223,山西省大同市广灵县
201805,140224,山西省大同市灵丘县
201805,140225,山西省大同市浑源县
201805,140226,山西省大同市左云县
201805,140227,山西省大同市大同县
201805,140300,山西省阳泉市
201805,140302,山西省阳泉市城区
201805,140303,山西省阳泉市矿区
201805,140311,山西省阳泉市郊区
201805,140321,山西省阳泉市平定县
201805,140322,山西省阳泉市盂县
201805,140400,山西省长治市
201805,140402,山西省长治市城区
201805,140411,山西省长治市郊区
201805,140421,山西省长治市长治县
201805,140423,山西省长治市襄垣县
201805,140424,山西省长治市屯留县
201805,140425,山西省长治市平顺县
201805,140426,山西省长治市黎城县
201805,140427,山西省长治市壶关县
201805,140428,山西省长治市长子县
201805,140429,山西省长治市武乡县
201805,140430,山西省长治市沁县
201805,140431,山西省长治市沁源县
201805,140481,山西省长治市潞城市
201805,140500,山西省晋城市
201805,140502,山西省晋城市城区
201805,140521,山西省晋城市沁水县
201805,140522,山西省晋城市阳城县
201805,140524,山西省晋城市陵川县
201805,140525,山西省晋城市泽州县
201805,140581,山西省晋城市高平市
201805,140600,山西省朔州市
201805,140602,山西省朔州市朔城区
201805,140603,山西省朔州市平鲁区
201805,140621,山西省朔州市山阴县
201805,140622,山西省朔州市应县
201805,140623,山西省朔州市右玉县
201805,140624,山西省朔州市怀仁县
201805,140700,山西省晋中市
201805,140702,山西省晋中市榆次区
201805,140721,山西省晋中市榆社县
201805,140722,山西省晋中市左权县
201805,140723,山西省晋中市和顺县
201805,140724,山西省晋中市昔阳县
201805,140725,山西省晋中市寿阳县
201805,140726,山西省晋中市太谷县
201805,140727,山西省晋中市祁县
201805,140728,山西省晋中市平遥县
201805,140729,山西省晋中市灵石县
201805,140781,山西省晋中市介休市
201805,140800,山西省运城市
201805,140802,山西省运城市盐湖区
201805,140821,山西省运城市临猗县
201805,140822,山西省运城市万荣县
201805,140823,山西省运城市闻喜县
201805,140824,山西省运城市稷山县
201805,140825,山西省运城市新绛县
201805,140826,山西省运城市绛县
201805,140827,山西省运城市垣曲县
201805,140828,山西省运城市夏县
201805,140829,山西省运城市平陆县
201805,140830,山西省运城市芮城县
201805,140881,山西省运城市永济市
201805,140882,山西省运城市河津市
201805,140900,山西省忻州市
201805,140902,山西省忻州市忻府区
201805,140921,山西省忻州市定襄县
201805,140922,山西省忻州市五台县
201805,140923,山西省忻州市代县
201805,140924,山西省忻州市繁峙县
201805,140925,山西省忻州市宁武县
201805,140926,山西省忻州市静乐县
201805,140927,山西省忻州市神池县
201805,140928,山西省忻州市五寨县
201805,140929,山西省忻州市岢岚县
201805,140930,山西省忻州市河曲县
201805,140931,山西省忻州市保德县
201805,140932,山西省忻州市偏关县
201805,140981,山西省忻州市原平市
201805,141000,山西省临汾市
201805,141002,山西省临汾市尧都区
201805,141021,山西省临汾市曲沃县
201805,141022,山西省临汾市翼城县
201805,141023,山西省临汾市襄汾县
201805,141024,山西省临汾市洪洞县
201805,141025,山西省临汾市古县
201805,141026,山西省临汾市安泽县
201805,141027,山西省临汾市浮山县
201805,141028,山西省临汾市吉县
201805,141029,山西省临汾市乡宁县
201805,141030,山西省临汾市大宁县
201805,141031,山西省临汾市隰县
201805,141032,山西省临汾市永和县
201805,141033,山西省临汾市蒲县
201805,141034,山西省临汾市汾西县
201805,141081,山西省临汾市侯马市
201805,141082,山西省临汾市霍州市
201805,141100,山西省吕梁市
201805,141102,山西省吕梁市离石区
201805,141121,山西省吕梁市文水县
201805,141122,山西省吕梁市交城县
201805,141123,山西省吕梁市兴县
201805,141124,山西省吕梁市临县
201805,141125,山西省吕梁市柳林县
201805,141126,山西省吕梁市石楼县
201805,141127,山西省吕梁市岚县
201805,141128,山西省吕梁市方山县
201805,141129,山西省吕梁市中阳县
201805,141130,山西省吕梁市交口县
201805,141181,山西省吕梁市孝义市
201805,141182,山西省吕梁市汾阳市
201805,150000,内蒙古自治区
201805,150100,内蒙古自治区呼和浩特市
201805,150102,内蒙古自治区呼和浩特市新城区
201805,150103,内蒙古自治区呼和浩特市回民区
201805,150104,内蒙古自治区呼和浩特市玉泉区
201805,150105,内蒙古自治区呼和浩特市赛罕区
201805,150121,内蒙古自治区呼和浩特市土默特左旗
201805,150122,内蒙古自治区呼和浩特市托克托县
201805,150123,内蒙古自治区呼和浩特市和林格尔县
201805,150124,内蒙古自治区呼和浩特市清水河县
201805,150125,内蒙古自治区呼和浩特市武川县
201805,150200,内蒙古自治区包头市
201805,150202,内蒙古自治区包头市东河区
201805,150203,内蒙古自治区包头市昆都仑区
201805,150204,内蒙古自治区包头市青山区
201805,150205,内蒙古自治区包头市石拐区
201805,150206,内蒙古自治区包头市白云鄂博矿区
201805,150207,内蒙古自治区包头市九原区
201805,150221,内蒙古自治区包头市土默特右旗
201805,150222,内蒙古自治区包头市固阳县
201805,150223,内蒙古自治区包头市达尔罕茂明安联合旗
201805,150300,内蒙古自治区乌海市
201805,150302,内蒙古自治区乌海市海勃湾区
201805,150303,内蒙古自治区乌海市海南区
201805,150304,内蒙古自治区乌海市乌达区
201805,150400,内蒙古自治区赤峰市
201805,150402,内蒙古自治区赤峰市红山区
201805,150403,内蒙古自治区赤峰市元宝山区
201805,150404,内蒙古自治区赤峰市松山区
201805,150421,内蒙古自治区赤峰市阿鲁科尔沁旗
201805,150422,内蒙古自治区赤峰市巴林左旗
201805,150423,内蒙古自治区赤峰市巴林右旗
201805,150424,内蒙古自治区赤峰市林西县
201805,150425,内蒙古自治区赤峰市克什克腾旗
201805,150426,内蒙古自治区赤峰市翁牛特旗
201805,150428,内蒙古自治区赤峰市喀喇沁旗
201805,150429,内蒙古自治区赤峰市宁城县
201805,150430,内蒙古自治区赤峰市敖汉旗
201805,150500,内蒙古自治区通辽市
201805,150502,内蒙古自治区通辽市科尔沁区
201805,150521,内蒙古自治区通辽市科尔沁左翼中旗
201805,150522,内蒙古自治区通辽市科尔沁左翼后旗
201805,150523,内蒙古自治区通辽市开鲁县
201805,150524,内蒙古自治区通辽市库伦旗
201805,150525,内蒙古自治区通辽市奈曼旗
201805,150526,内蒙古自治区通辽市扎鲁特旗
201805,150581,内蒙古自治区通辽市霍林郭勒市
201805,150600,内蒙古自治区鄂尔多斯市
201805,150602,内蒙古自治区鄂尔多斯市东胜区
201805,150603,内蒙古自治区鄂尔多斯市康巴什区
201805,150621,内蒙古自治区鄂尔多斯市达拉特旗
201805,150622,内蒙古自治区鄂尔多斯市准格尔旗
201805,150623,内蒙古自治区鄂尔多斯市鄂托克前旗
201805,150624,内蒙古自治区鄂尔多斯市鄂托克旗
201805,150625,内蒙古自治区鄂尔多斯市杭锦旗
201805,150626,内蒙古自治区鄂尔多斯市乌审旗
201805,150627,内蒙古自治区鄂尔多斯市伊金霍洛旗
201805,150700,内蒙古自治区呼伦贝尔市
201805,150702,内蒙古自治区呼伦贝尔市海拉尔区
201805,150703,内蒙古自治区呼伦贝尔市扎赉诺尔区
201805,150721,内蒙古自治区呼伦贝尔市阿荣旗
201805,150722,内蒙古自治区呼伦贝尔市莫力达瓦达斡尔族自治旗
201805,150723,内蒙古自治区呼伦贝尔市鄂伦春自治旗
201805,150724,内蒙古自治区呼伦贝尔市鄂温克族自治旗
201805,150725,内蒙古自治区呼伦贝尔市陈巴尔虎旗
201805,150726,内蒙古自治区呼伦贝尔市新巴尔虎左旗
201805,150727,内蒙古自治区呼伦贝尔市新巴尔虎右旗
201805,150781,内蒙古自治区呼伦贝尔市满洲里市
201805,150782,内蒙古自治区呼伦贝尔市牙克石市
201805,150783,内蒙古自治区呼伦贝尔市扎兰屯市
201805,150784,内蒙古自治区呼伦贝尔市额尔古纳市
201805,150785,内蒙古自治区呼伦贝尔市根河市
201805,150800,内蒙古自治区巴彦淖尔市
201805,150802,内蒙古自治区巴彦淖尔市临河区
201805,150821,内蒙古自治区巴彦淖尔市五原县
201805,150822,内蒙古自治区巴彦淖尔市磴口县
201805,150823,内蒙古自治区巴彦淖尔市乌拉特前旗
201805,150824,内蒙古自治区巴彦淖尔市乌拉特中旗
201805,150825,内蒙古自治区巴彦淖尔市乌拉特后旗
201805,150826,内蒙古自治区巴彦淖尔市杭锦后旗
201805,150900,内蒙古自治区乌兰察布市
201805,150902,内蒙古自治区乌兰察布市集宁区
201805,150921,内蒙古自治区乌兰察布市卓资县
201805,150922,内蒙古自治区乌兰察布市化德县
201805,150923,内蒙古自治区乌兰察布市商都县
201805,150924,内蒙古自治区乌兰察布市兴和县
201805,150925,内蒙古自治区乌兰察布市凉城县
201805,150926,内蒙古自治区乌兰察布市察哈尔右翼前旗
201805,150927,内蒙古自治区乌兰察布市察哈尔右翼中旗
201805,150928,内蒙古自治区乌兰察布市察哈尔右翼后旗
201805,150929,内蒙古自治区乌兰察布市四子王旗
201805,150981,内蒙古自治区乌兰察布市丰镇市
201805,152200,内蒙古自治区兴安盟
201805,152201,内蒙古自治区兴安盟乌兰浩特市
201805,152202,内蒙古自治区兴安盟阿尔山市
201805,152221,内蒙古自治区兴安盟科尔沁右翼前旗
201805,152222,内蒙古自治区兴安盟科尔沁右翼中旗
201805,152223,内蒙古自治区兴安盟扎赉特旗
201805,152224,内蒙古自治区兴安盟突泉县
201805,152500,内蒙古自治区锡林郭勒盟
201805,152501,内蒙古自治区锡林郭勒盟二连浩特市
201805,152502,内蒙古自治区锡林郭勒盟锡林浩特市
201805,152522,内蒙古自治区锡林郭勒盟阿巴嘎旗
201805,152523,内蒙古自治区锡林郭勒盟苏尼特左旗
201805,152524,内蒙古自治区锡林郭勒盟苏尼特右旗
201805,152525,内蒙古自治区锡林郭勒盟东乌珠穆沁旗
201805,152526,内蒙古自治区锡林郭勒盟西乌珠穆沁旗
201805,152527,内蒙古自治区锡林郭勒盟太仆寺旗
201805,152528,内蒙古自治区锡林郭勒盟镶黄旗
201805,152529,内蒙古自治区锡林郭勒盟正镶白旗
201805,152530,内蒙古自治区锡林郭勒盟正蓝旗
201805,152531,内蒙古自治区锡林郭勒盟多伦县
201805,152900,内蒙古自治区阿拉善盟
201805,152921,内蒙古自治区阿拉善盟阿拉善左旗
201805,152922,内蒙古自治区阿拉善盟阿拉善右旗
201805,152923,内蒙古自治区阿拉善盟额济纳旗
201805,210000,辽宁省
201805,210100,辽宁省沈阳市
201805,210102,辽宁省沈阳市和平区
201805,210103,辽宁省沈阳市沈河区
201805,210104,辽宁省沈阳市大东区
201805,210105,辽宁省沈阳市皇姑区
201805,210106,辽宁省沈阳市铁西区
201805,210111,辽宁省沈阳市苏家屯区
201805,210112,辽宁省沈阳市浑南区
201805,210113,辽宁省沈阳市沈北新区
201805,210114,辽宁省沈阳市于洪区
201805,210115,辽宁省沈阳市辽中区
201805,210123,辽宁省沈阳市康平县
201805,210124,辽宁省沈阳市法库县
201805,210181,辽宁省沈阳市新民市
201805,210200,辽宁省大连市
201805,210202,辽宁省大连市中山区
201805,210203,辽宁省大连市西岗区
201805,210204,辽宁省大连市沙河口区
201805,210211,辽宁省大连市甘井子区
201805,210212,辽宁省大连市旅顺口区
201805,210213,辽宁省大连市金州区
201805,210214,辽宁省大连市普兰店区
201805,210224,辽宁省大连市长海县
201805,210281,辽宁省大连市瓦房店市
201805,210283,辽宁省大连市庄河市
201805,210300,辽宁省鞍山市
201805,210302,辽宁省鞍山市铁东区
201805,210303,辽宁省鞍山市铁西区
201805,210304,辽宁省鞍山市立山区
201805,210311,辽宁省鞍山市千山区
201805,210321,辽宁省鞍山市台安县
201805,210323,辽宁省鞍山市岫岩满族自治县
201805,210381,辽宁省鞍山市海城市
201805,210400,辽宁省抚顺市
201805,210402,辽宁省抚顺市新抚区
201805,210403,辽宁省抚顺市东洲区
201805,210404,辽宁省抚顺市望花区
201805,210411,辽宁省抚顺市顺城区
201805,210421,辽宁省抚顺市抚顺县
201805,210422,辽宁省抚顺市新宾满族自治县
201805,210423,辽宁省抚顺市清原满族自治县
201805,210500,辽宁省本溪市
201805,210502,辽宁省本溪市平山区
201805,210503,辽宁省本溪市溪湖区
201805,210504,辽宁省本溪市明山区
201805,210505,辽宁省本溪市南芬区
201805,210521,辽宁省本溪市本溪满族自治县
201805,210522,辽宁省本溪市桓仁满族自治县
201805,210600,辽宁省丹东市
201805,210602,辽宁省丹东市元宝区
201805,210603,辽宁省丹东市振兴区
201805,210604,辽宁省丹东市振安区
201805,210624,辽宁省丹东市宽甸满族自治县
201805,210681,辽宁省丹东市东港市
201805,210682,辽宁省丹东市凤城市
201805,210700,辽宁省锦州市
201805,210702,辽宁省锦州市古塔区
201805,210703,辽宁省锦州市凌河区
201805,210711,辽宁省锦州市太和区
201805,210726,辽宁省锦州市黑山县
201805,210727,辽宁省锦州市义县
201805,210781,辽宁省锦州市凌海市
201805,210782,辽宁省锦州市北镇市
201805,210800,辽宁省营口市
201805,210802,辽宁省营口市站前区
201805,210803,辽宁省营口市西市区
201805,210804,辽宁省营口市鲅鱼圈区
201805,210811,辽宁省营口市老边区
201805,210881,辽宁省营口市盖州市
201805,210882,辽宁省营口市大石桥市
201805,210900,辽宁省阜新市
201805,210902,辽宁省阜新市海州区
201805,210903,辽宁省阜新市新邱区
201805,210904,辽宁省阜新市太平区
201805,210905,辽宁省阜新市清河门区
201805,210911,辽宁省阜新市细河区
201805,210921,辽宁省阜新市阜新蒙古族自治县
201805,210922,辽宁省阜新市彰武县
201805,211000,辽宁省辽阳市
201805,211002,辽宁省辽阳市白塔区
201805,211003,辽宁省辽阳市文圣区
201805,211004,辽宁省辽阳市宏伟区
201805,211005,辽宁省辽阳市弓长岭区
201805,211011,辽宁省辽阳市太子河区
201805,211021,辽宁省辽阳市辽阳县
201805,211081,辽宁省辽阳市灯塔市
201805,211100,辽宁省盘锦市
201805,211102,辽宁省盘锦市双台子区
201805,211103,辽宁省盘锦市兴隆台区
201805,211104,辽宁省盘锦市大洼区
201805,211122,辽宁省盘锦市盘山县
201805,211200,辽宁省铁岭市
201805,211202,辽宁省铁岭市银州区
201805,211204,辽宁省铁岭市清河区
201805,211221,辽宁省铁岭市铁岭县
201805,211223,辽宁省铁岭市西丰县
201805,211224,辽宁省铁岭市昌图县
201805,211281,辽宁省铁岭市调兵山市
201805,211282,辽宁省铁岭市开原市
201805,211300,辽宁省朝阳市
201805,211302,辽宁省朝阳市双塔区
201805,211303,辽宁省朝阳市龙城区
201805,211321,辽宁省朝阳市朝阳县
201805,211322,辽宁省朝阳市建平县
201805,211324,辽宁省朝阳市喀喇沁左翼蒙古族自治县
201805,211381,辽宁省朝阳市北票市
201805,211382,辽宁省朝阳市凌源市
201805,211400,辽宁省葫芦岛市
201805,211402,辽宁省葫芦岛市连山区
201805,211403,辽宁省葫芦岛市龙港区
201805,211404,辽宁省葫芦岛市南票区
201805,211421,辽宁省葫芦岛市绥中县
201805,211422,辽宁省葫芦岛市建昌县
201805,211481,辽宁省葫芦岛市兴城市
201805,220000,吉林省
201805,220100,吉林省长春市
201805,220102,吉林省长春市南关区
201805,220103,吉林省长春市宽城区
201805,220104,吉林省长春市朝阳区
201805,220105,吉林省长春市二道区
201805,220106,吉林省长春市绿园区
201805,220112,吉林省长春市双阳区
201805,220113,吉林省长春市九台区
201805,220122,吉林省长春市农安县
201805,220182,吉林省长春市榆树市
201805,220183,吉林省长春市德惠市
201805,220200,吉林省吉林市
201805,220202,吉林省吉林市昌邑区
201805,220203,吉林省吉林市龙潭区
201805,220204,吉林省吉林市船营区
201805,220211,吉林省吉林市丰满区
201805,220221,吉林省吉林市永吉县
201805,220281,吉林省吉林市蛟河市
201805,220282,吉林省吉林市桦甸市
201805,220283,吉林省吉林市舒兰市
201805,220284,吉林省吉林市磐石市
201805,220300,吉林省四平市
201805,220302,吉林省四平市铁西区
201805,220303,吉林省四平市铁东区
201805,220322,吉林省四平市梨树县
201805,220323,吉林省四平市伊通满族自治县
201805,220381,吉林省四平市公主岭市
201805,220382,吉林省四平市双辽市
201805,220400,吉林省辽源市
201805,220402,吉林省辽源市龙山区
201805,220403,吉林省辽源市西安区
201805,220421,吉林省辽源市东丰县
201805,220422,吉林省辽源市东辽县
201805,220500,吉林省通化市
201805,220502,吉林省通化市东昌区
201805,220503,吉林省通化市二道江区
201805,220521,吉林省通化市通化县
201805,220523,吉林省通化市辉南县
201805,220524,吉林省通化市柳河县
201805,220581,吉林省通化市梅河口市
201805,220582,吉林省通化市集安市
201805,220600,吉林省白山市
201805,220602,吉林省白山市浑江区
201805,220605,吉林省白山市江源区
201805,220621,吉林省白山市抚松县
201805,220622,吉林省白山市靖宇县
201805,220623,吉林省白山市长白朝鲜族自治县
201805,220681,吉林省白山市临江市
201805,220700,吉林省松原市
201805,220702,吉林省松原市宁江区
201805,220721,吉林省松原市前郭尔罗斯蒙古族自治县
201805,220722,吉林省松原市长岭县
201805,220723,吉林省松原市乾安县
201805,220781,吉林省松原市扶余市
201805,220800,吉林省白城市
201805,220802,吉林省白城市洮北区
201805,220821,吉林省白城市镇赉县
201805,220822,吉林省白城市通榆县
201805,220881,吉林省白城市洮南市
201805,220882,吉林省白城市大安市
201805,222400,吉林省延边朝鲜族自治州
201805,222401,吉林省延边朝鲜族自治州延吉市
201805,222402,吉林省延边朝鲜族自治州图们市
201805,222403,吉林省延边朝鲜族自治州敦化市
201805,222404,吉林省延边朝鲜族自治州珲春市
201805,222405,吉林省延边朝鲜族自治州龙井市
201805,222406,吉林省延边朝鲜族自治州和龙市
201805,222424,吉林省延边朝鲜族自治州汪清县
201805,222426,吉林省延边朝鲜族自治州安图县
201805,230000,黑龙江省
201805,230100,黑龙江省哈尔滨市
201805,230102,黑龙江省哈尔滨市道里区
201805,230103,黑龙江省哈尔滨市南岗区
201805,230104,黑龙江省哈尔滨市道外区
201805,230108,黑龙江省哈尔滨市平房区
